cnpj,optante_simples,optante_simei
41826110000194,Sim,Sim
41847496000110,Sim,Sim
41854055000146,Sim,Sim
41971592000176,Sim,Sim
41976114000159,Sim,Sim
42016928000104,Não informado,Não informado
42035474000119,Sim,Não
42045676000141,Sim,Não
42059723000106,Sim,Sim
42060752000198,Sim,Sim
42066995000133,Sim,Sim
42084076000192,Sim,Sim
42110034000189,Sim,Sim
42120111000181,Sim,Sim
42132497000141,Sim,Sim
42158820000156,Sim,Não
42164826000136,Sim,Sim
42165409000108,Sim,Sim
42178783000148,Sim,Não
42230777000192,Sim,Sim
42277603000185,Sim,Sim
42300116000196,Sim,Sim
42307121000120,Sim,Sim
42308435000148,Sim,Sim
42334528000147,Sim,Sim
42339480000160,Sim,Sim
42343589000170,Sim,Sim
42348293000142,Sim,Sim
42354707000146,Sim,Sim
42390274000184,Não informado,Não informado
42404737000110,Sim,Sim
42459632000168,Sim,Sim
42489459000140,Sim,Não
42491824000151,Sim,Sim
42519668000190,Sim,Sim
42615362000137,Sim,Sim
42620429000121,Sim,Não
42669240000123,Sim,Sim
42676480000155,Sim,Sim
42737438000105,Sim,Sim
42761606000190,Sim,Sim
42809196000100,Sim,Não
42838204000146,Sim,Sim
42910787000179,Sim,Sim
42927027000174,Sim,Sim
42962687000196,Sim,Sim
43021701000110,Sim,Não
43023788000164,Sim,Sim
43040467000178,Sim,Sim
43061205000190,Sim,Sim
43104981000120,Sim,Sim
43199170000150,Sim,Não
43205217000140,Sim,Sim
43210174000191,Sim,Sim
43253044000136,Sim,Sim
43285839000126,Sim,Sim
43333298000164,Sim,Sim
43370527000110,Sim,Não
43371243000149,Sim,Sim
43509279000146,Sim,Não
43549407000185,Sim,Sim
43563720000178,Sim,Sim
43591508000114,Sim,Sim
43676748000111,Sim,Sim
43682675000170,Sim,Sim
43694853000183,Sim,Sim
43714669000158,Sim,Sim
43776517071443,Não,Não
43786442000118,Sim,Sim
43805756000110,Sim,Sim
43814122000124,Sim,Sim
43844663000103,Sim,Sim
43858177000136,Não informado,Não informado
43898694000139,Sim,Sim
43928820000150,Sim,Sim
43934803000126,Sim,Não
43938215000160,Sim,Sim
43951227000800,Não,Não
43980602000165,Sim,Sim
43989933000166,Sim,Sim
44012943000100,Sim,Sim
44022113000163,Sim,Sim
44064793000188,Sim,Sim
44066015000128,Sim,Sim
44080286000138,Sim,Sim
44087343000100,Sim,Sim
44129594000100,Sim,Sim
44194030000151,Sim,Sim
44223657000193,Sim,Sim
44225264000119,Sim,Não
44225496000177,Sim,Não
44233333000136,Sim,Sim
44250930000179,Sim,Sim
44266084000185,Sim,Sim
44279533000120,Sim,Sim
44328285000160,Sim,Sim
44422300000134,Não informado,Não informado
44426191000123,Sim,Sim
44430032000100,Sim,Sim
44442014000130,Sim,Sim
44442925000168,Sim,Sim
44446448000109,Sim,Sim
44487963000137,Sim,Sim
44492212000109,Sim,Sim
44492321000126,Sim,Sim
44553108000187,Sim,Não
44590873000177,Sim,Sim
44598451000148,Sim,Não
44604556000162,Sim,Sim
44611056000158,Não informado,Não informado
44632013000159,Sim,Sim
44645805000168,Sim,Sim
44647911000180,Não informado,Não informado
44648474000110,Sim,Não
44666265000107,Sim,Sim
44675397000197,Sim,Sim
44686238000198,Sim,Sim
44699538000101,Sim,Sim
44699543000114,Sim,Sim
44712094000105,Sim,Sim
44736164000157,Sim,Sim
44752755000118,Sim,Sim
44767943000110,Sim,Sim
44769096000122,Sim,Não
44805717000186,Sim,Sim
44806327000120,Sim,Sim
44816327000101,Sim,Sim
44825927000136,Sim,Sim
44866111000150,Sim,Sim
44890626000196,Sim,Não
44900589000150,Sim,Sim
44941801000127,Sim,Sim
44948087000107,Sim,Sim
44965446000126,Sim,Sim
44997699000181,Sim,Sim
45058875000182,Sim,Sim
45067737000160,Sim,Sim
45081418000109,Sim,Sim
45087768000182,Sim,Sim
45094991000157,Sim,Sim
45124110000101,Sim,Sim
45124663000156,Sim,Sim
45176671000146,Sim,Sim
45191261000174,Sim,Sim
45242914000105,Não,Não
45259130000181,Sim,Sim
45305779000191,Sim,Sim
45335450000173,Sim,Sim
45337918000169,Sim,Sim
45347578000157,Sim,Sim
45350780000138,Sim,Sim
45357021000105,Sim,Sim
45371955000193,Sim,Sim
45389161000157,Sim,Sim
45403626000187,Sim,Sim
45424743000127,Não informado,Não informado
45426588000188,Sim,Não
45453118000103,Sim,Sim
45453214000151,Não,Não
45475483000119,Sim,Sim
45526920000186,Sim,Não
45537135000129,Sim,Sim
45543915040485,Não,Não
45570020000136,Sim,Sim
45587437000101,Sim,Não
45605553000106,Sim,Sim
45623198000106,Sim,Não
45630666000161,Sim,Sim
45649375000115,Sim,Sim
45665169000107,Sim,Sim
45669339000113,Sim,Sim
45676547000140,Sim,Sim
45734586000156,Não informado,Não informado
45783556000130,Sim,Não
45829802000147,Sim,Sim
45843139000135,Sim,Sim
45862662000109,Sim,Não
45891377000116,Sim,Sim
45934274000196,Sim,Sim
45962942000199,Sim,Sim
45980055000143,Sim,Não
46022436000182,Sim,Sim
46055322000139,Sim,Não
46055382000151,Sim,Sim
46063117000115,Sim,Não
46068895000105,Sim,Sim
46078103000175,Sim,Sim
46129431000153,Sim,Sim
46140788000132,Sim,Sim
46144871000180,Sim,Sim
46160633000168,Sim,Sim
46161512000130,Sim,Sim
46171240000150,Sim,Sim
46182265000159,Sim,Sim
46189857000100,Não informado,Não informado
46225799000115,Sim,Sim
46261630000110,Sim,Sim
46303659000118,Sim,Sim
46319955000107,Sim,Sim
46324995000147,Sim,Sim
46327690000199,Sim,Sim
46334693000150,Sim,Sim
46371660000180,Sim,Sim
46451424000173,Sim,Sim
46476922000170,Sim,Sim
46504294000190,Sim,Sim
46511282000192,Sim,Sim
46560807000180,Sim,Sim
46574238000121,Sim,Não
46598978000106,Sim,Sim
46614536000106,Sim,Sim
46676259000158,Sim,Sim
46685291000108,Sim,Sim
46729085000144,Sim,Sim
46740563000117,Sim,Não
46800170000151,Sim,Sim
46810052000124,Sim,Sim
46861164000104,Não informado,Não informado
46870339000140,Sim,Sim
46874610000115,Sim,Sim
46886298000180,Sim,Não
46888415000144,Sim,Não
46911405000182,Sim,Sim
46938224000140,Sim,Sim
46947038000177,Não informado,Não informado
46951818000190,Sim,Sim
46957119000158,Sim,Não
46963102000103,Sim,Não
46983998000192,Sim,Sim
47008405000130,Sim,Sim
47036077000185,Sim,Não
47038101000115,Sim,Não
47040087000194,Sim,Sim
47138618000186,Sim,Sim
47199680000188,Sim,Não
47207508000129,Sim,Sim
47217745000170,Sim,Sim
47237138000172,Sim,Sim
47247527000189,Sim,Sim
47268742000166,Sim,Não
47283871000123,Sim,Sim
47295919000113,Sim,Sim
47317097000124,Sim,Sim
47323330000181,Sim,Sim
47326325000122,Sim,Sim
47341436000108,Não informado,Não informado
47370815000126,Sim,Sim
47432916000184,Sim,Não
47466813000135,Sim,Sim
47468009000195,Sim,Sim
47510583000164,Não informado,Não informado
47524832000170,Sim,Sim
47564563000176,Sim,Sim
47573114000194,Não informado,Não informado
47603483000182,Sim,Sim
47616375000144,Sim,Sim
47617114000149,Sim,Sim
47651140000193,Sim,Sim
47662059000109,Sim,Sim
47667021000129,Sim,Sim
47687927000105,Sim,Sim
47692708000114,Sim,Sim
47731181000190,Sim,Sim
47736804000117,Sim,Sim
47741216000171,Sim,Sim
47743439000178,Sim,Sim
47795829000191,Não informado,Não informado
47795882000192,Sim,Sim
47889956000150,Sim,Sim
47953978000131,Não informado,Não informado
47976155000121,Não informado,Não informado
48014944000144,Não informado,Não informado
48017184000129,Não informado,Não informado
48032303000112,Não informado,Não informado
48055061000182,Não informado,Não informado
48065089000109,Não informado,Não informado
48094386000174,Não informado,Não informado
48101600000172,Não informado,Não informado
48111955000142,Não informado,Não informado
48116220000101,Não informado,Não informado
48159109000100,Não informado,Não informado
48177998000120,Não informado,Não informado
48182050000163,Não informado,Não informado
48191673000100,Não informado,Não informado
48193653000160,Não informado,Não informado
48207770000136,Não informado,Não informado
48211126000131,Não informado,Não informado
48289058000123,Não informado,Não informado
48292779000192,Não informado,Não informado
48292949000139,Não informado,Não informado
48295033000132,Não informado,Não informado
48313064000179,Não informado,Não informado
48337250000148,Não informado,Não informado
48347896000106,Não informado,Não informado
48367873000163,Não informado,Não informado
48373642000162,Não informado,Não informado
49213747012638,Não,Não
49669856000143,Não,Não
49769920000168,Não,Não
51218147000193,Não,Não
51642270000137,Não,Não
52061207006615,Não,Não
54855135000168,Sim,Não
55062780004930,Não,Não
56782386000195,Sim,Não
59717553000102,Não,Não
60398369000479,Não,Não
60651809000105,Não,Não
60770336000165,Não,Não
61022042000118,Não,Não
61186680000174,Não,Não
61409892000173,Não,Não
61584140000149,Não,Não
62299664000150,Não,Não
62755004000137,Não,Não
65518672000139,Sim,Não
68644665000171,Não,Não
71476527000135,Não,Não
72049893000170,Não,Não
73461311000121,Sim,Não
75315333000109,Não,Não
75358945000189,Não,Não
79445367000179,Sim,Não
80169337000166,Não,Não
80196546000107,Não,Não
82640558000104,Não,Não
85786705000139,Não,Não
87816351000153,Não,Não
89837066000225,Não,Não
91669747000192,Não,Não
91990606000177,Não,Não
92278233000179,Sim,Não
92664937000180,Não,Não
92665611000177,Não,Não
93533578000780,Não,Não
94174190000107,Sim,Não
96295654000592,Não informado,Não informado
96480132000137,Não,Não
97526552000170,Não,Não
97541738000106,Não,Não
00000000035300,Não,Não
00021055000269,Não informado,Não informado
00021803000203,Não,Não
00070698000111,Não,Não
00116845000147,Não,Não
00511505000110,Não,Não
00573373000151,Sim,Não
00622309000113,Não,Não
00622416000141,Não,Não
00687544000505,Não informado,Não informado
00774872000107,Não,Não
00945803000119,Sim,Não
00984317000100,Sim,Sim
01003694000183,Não,Não
01027058000191,Não,Não
01064094000206,Não,Não
01091999000194,Sim,Não
01165426000249,Sim,Não
01264859000170,Sim,Não
01374745000183,Sim,Não
01393994000116,Não,Não
01409043000279,Não informado,Não informado
01512926000129,Não,Não
01548981000179,Não,Não
01581510000162,Não,Não
01716129000163,Não,Não
01867792000320,Não,Não
01923472000189,Não,Não
01924876000197,Não,Não
01933064000108,Não,Não
02162616000194,Não,Não
02193750000152,Não,Não
02220190000188,Sim,Não
02234584000195,Não,Não
02343608000144,Não,Não
02435159000164,Sim,Não
02462250000179,Não,Não
02471963000107,Sim,Não
02565439000197,Não,Não
02794356000170,Não,Não
02845496000120,Sim,Sim
02860694000162,Não,Não
03093981000157,Sim,Não
03159879000107,Não,Não
03186534000142,Não,Não
03228378000135,Não,Não
03244471000133,Não,Não
03329957000174,Sim,Não
03384517000110,Sim,Não
03512292000130,Não,Não
03703773000122,Não,Não
03710817000222,Não,Não
03893350001275,Não informado,Não informado
03925669000182,Não,Não
03983431000103,Não,Não
04136938000275,Não informado,Não informado
04246204000168,Não,Não
04337607000112,Não,Não
04557338000108,Não,Não
04620479000110,Não,Não
04633789000179,Sim,Não
04659543000176,Não,Não
04692120000158,Sim,Não
04827322000160,Não,Não
04849526000100,Não,Não
04853601000106,Não,Não
04895728000180,Não,Não
04922101000170,Não,Não
04943782000153,Sim,Não
05008647000183,Sim,Não
05021030000106,Não,Não
05039977000217,Não,Não
05074056000104,Sim,Não
05075012000107,Não,Não
05233326000182,Não,Não
05340380000127,Não,Não
05386026000133,Não,Não
05422615000120,Não,Não
05489410001990,Não,Não
05511966000107,Sim,Não
05562939000325,Não,Não
05574910000282,Não,Não
05685711000160,Não,Não
05727788000156,Sim,Não
05799312000120,Não,Não
05925830000143,Sim,Não
06150090000183,Não,Não
06183687000124,Sim,Não
06351578000179,Sim,Não
06353786000107,Não,Não
06895257000305,Não informado,Não informado
06911965000112,Sim,Não
07049373000104,Não,Não
07191731000100,Não,Não
07415333000120,Não,Não
07526557000100,Não,Não
07542373000133,Não,Não
07576502000104,Sim,Não
07649307000167,Não,Não
07764776000127,Não,Não
07784953000137,Sim,Não
07801839000178,Não,Não
07882930000165,Não,Não
07888279000130,Sim,Não
07980817000112,Sim,Não
07999472000149,Não,Não
08047505000385,Não,Não
08062676000111,Não,Não
08153765000173,Não,Não
08158224000138,Não,Não
08217781000182,Sim,Não
08262838000165,Não,Não
08272476000193,Sim,Não
08292909000253,Não,Não
08332785004280,Não,Não
08373159000163,Não,Não
08375640000198,Não,Não
08476119000147,Não,Não
08495471000120,Sim,Não
08498927000296,Não,Não
08502613000139,Não,Não
08527342000176,Não,Não
08561046000191,Não,Não
08591625000349,Não,Não
08616659000189,Não,Não
08716285000173,Sim,Não
08741600000112,Sim,Não
08772578000178,Não,Não
08776010000125,Não,Não
08840914000172,Sim,Não
08847372000160,Sim,Não
08847797000179,Não,Não
09097124000101,Sim,Não
09146860000102,Não,Não
09179432000186,Sim,Não
09220921000487,Não,Não
09235509000198,Sim,Não
09243792000108,Não,Não
09356027000510,Não informado,Não informado
09425047000171,Não,Não
09507850000155,Não,Não
09596603000172,Não,Não
09626890000116,Sim,Não
09631882000168,Não,Não
09635175000140,Sim,Não
09646385000133,Não,Não
09657251000118,Não,Não
10080125000203,Não,Não
10082410000182,Não,Não
10247527000179,Sim,Não
10289136000117,Não,Não
10327303000177,Não,Não
10351812000135,Sim,Não
10546105000102,Não,Não
10614820000127,Não,Não
10698955000118,Sim,Não
10732146000185,Sim,Não
10810961000115,Sim,Não
10833420000102,Sim,Não
10838942000105,Não,Não
10851805000100,Não,Não
10853047000151,Não,Não
11042067000105,Sim,Não
11071264000152,Sim,Não
11091418000259,Não,Não
11107424000176,Não,Não
11175226000573,Não,Não
11200988000159,Sim,Não
11292079000198,Sim,Não
11374649000199,Sim,Sim
11379987000113,Sim,Não
11398910000190,Sim,Sim
11435304000106,Não,Não
11437603000171,Sim,Não
11601872000121,Não,Não
11631953000174,Sim,Sim
11634371000141,Sim,Não
11674715000146,Sim,Não
11694865000111,Não,Não
11725176000127,Não,Não
11759047000150,Sim,Não
11819962000193,Sim,Não
11970325000113,Sim,Não
12056060000105,Não,Não
12074575000138,Sim,Não
12091423000143,Não,Não
12196257000140,Sim,Não
12460773000130,Sim,Sim
12576366000192,Sim,Não
12600625000173,Sim,Não
12660752000168,Sim,Sim
12695343000105,Sim,Sim
12698021000101,Sim,Sim
12788260000152,Sim,Sim
12796254000147,Sim,Sim
12905033000160,Não,Não
12971838000101,Sim,Não
13052795000123,Sim,Sim
13150549000104,Sim,Sim
13243766000149,Não,Não
13256700000193,Sim,Não
13269819000109,Sim,Não
13433564000160,Sim,Não
13456862000175,Sim,Sim
13558592000103,Não,Não
13666599000149,Não,Não
13788120000147,Não,Não
13862494000165,Sim,Não
13891560000125,Não,Não
13915587000100,Sim,Sim
14054226000180,Sim,Sim
14067935000108,Não,Não
14089128000188,Sim,Sim
14129969000171,Não,Não
14172467000123,Sim,Não
14192913000161,Não,Não
14214452000180,Sim,Sim
14278122000159,Não,Não
14320433000139,Sim,Não
14321585000156,Sim,Sim
14328217000130,Sim,Sim
14467606000146,Não,Não
14540738000156,Não,Não
14738059000196,Sim,Sim
14797712000198,Não,Não
14819374000148,Sim,Não
14968471000100,Sim,Não
14997510000190,Sim,Sim
15089836000262,Não informado,Não informado
15098556000130,Não,Não
15105258000120,Sim,Sim
15148242000102,Não,Não
15174539000134,Sim,Sim
15177286000152,Sim,Sim
15211135000173,Sim,Não
15339076000113,Sim,Sim
15379224000123,Não,Não
15431781000146,Sim,Não
15444746000161,Sim,Sim
15464404000103,Sim,Não
15470921000195,Sim,Sim
15472389000145,Não,Não
15477216000110,Sim,Sim
15495136000197,Sim,Não
15503596000110,Sim,Não
15552047000135,Sim,Sim
15641692000124,Não,Não
15688469000132,Sim,Não
15706463000140,Sim,Sim
15738146000106,Sim,Sim
15912562000189,Não,Não
16492055000104,Sim,Sim
16506787000106,Sim,Sim
16507040000164,Sim,Não
16528927000139,Sim,Não
16660893000131,Sim,Não
16676520000159,Não,Não
16716209000196,Sim,Sim
16751914000124,Não,Não
16804093000147,Sim,Sim
16865358000117,Sim,Não
17065927000102,Sim,Não
17090070000180,Sim,Não
17106883000111,Sim,Sim
17123467000202,Não,Não
17184037000110,Não,Não
17205553000183,Sim,Sim
17264510000179,Sim,Não
17359233001907,Não informado,Não informado
17426103000110,Sim,Não
17520892000154,Sim,Sim
17535351000108,Sim,Sim
17565092000150,Sim,Sim
17828886000169,Sim,Sim
18023537000132,Sim,Sim
18025859000110,Sim,Sim
18084140000150,Não,Não
18171963000113,Sim,Sim
18432771000113,Não,Não
18473168000180,Não,Não
18521969000173,Não,Não
18587106000107,Sim,Não
18615280000108,Sim,Sim
18621723000173,Sim,Sim
18627532000119,Sim,Sim
18772098000160,Sim,Sim
18812538000166,Sim,Não
18840954000178,Sim,Não
19086063000130,Sim,Sim
19099222000131,Não,Não
19140718000101,Sim,Sim
19157709000123,Sim,Não
19228433000127,Sim,Não
19299931000160,Sim,Sim
19331747000150,Sim,Não
19347410000212,Não,Não
19368927001774,Não,Não
19634769000190,Sim,Sim
19709101000164,Sim,Não
19730744000190,Sim,Não
19752002000165,Sim,Sim
19782301000142,Sim,Não
19792783000111,Sim,Não
19810095000137,Sim,Sim
19863496000155,Sim,Não
19930245000146,Sim,Sim
19948594000195,Sim,Sim
20018807000169,Sim,Não
20097109000104,Sim,Sim
20108705000134,Sim,Sim
20321475000197,Sim,Não
20435016000134,Sim,Sim
20499191000195,Não,Não
20535862000126,Sim,Sim
20673074000104,Sim,Sim
20853168000157,Sim,Não
20945874000129,Sim,Sim
20952347000141,Não,Não
20972252000190,Sim,Sim
20972529000184,Não,Não
21030621000198,Sim,Sim
21165344000120,Não,Não
21173442000100,Sim,Não
21269398000136,Sim,Não
21314559000166,Não,Não
21351095000168,Sim,Não
21405264000103,Sim,Sim
21467988000173,Sim,Não
21475851000160,Sim,Sim
21523500000188,Sim,Não
21557877000158,Sim,Não
21597936000111,Sim,Não
21661698000166,Sim,Sim
21680241000107,Não,Não
21689460000149,Sim,Sim
21734029000177,Sim,Sim
21764088000198,Sim,Não
21833752000103,Sim,Não
21859542000194,Sim,Não
21894600000110,Sim,Sim
21897603000108,Sim,Sim
21996895000136,Sim,Não
21999566000149,Sim,Não
22021327000182,Sim,Sim
22033011000100,Sim,Sim
22108269000129,Sim,Sim
22109756000106,Não,Não
22152804000149,Sim,Sim
22291741000101,Sim,Sim
22314866000100,Não,Não
22346072000128,Sim,Sim
22563204000173,Sim,Não
22593612000178,Sim,Sim
22608655000180,Não,Não
22618556000189,Sim,Sim
22629102000103,Sim,Sim
22751408000138,Não,Não
22762521000208,Não informado,Não informado
22951281000109,Sim,Sim
22953036000122,Sim,Sim
23014356000180,Não,Não
23142307000122,Sim,Sim
23310330000189,Sim,Não
23372960000188,Não,Não
23411164000107,Sim,Sim
23430272000127,Sim,Sim
23446673000175,Sim,Não
23505072000196,Não,Não
23505819000106,Sim,Não
23510483000170,Sim,Sim
23602992000122,Sim,Sim
23658927000119,Sim,Sim
23659817000171,Não,Não
23743834000192,Sim,Não
23773481000173,Sim,Não
23835211000140,Não,Não
23855255000131,Sim,Sim
23855972000163,Não,Não
23906071000153,Sim,Sim
23933926000135,Sim,Sim
23935008000145,Sim,Não
24015851000176,Sim,Não
24060549000130,Sim,Sim
24061909000207,Não informado,Não informado
24074547000108,Sim,Sim
24076624000150,Sim,Sim
24163862000101,Não,Não
24222235000196,Sim,Sim
24242549000150,Não,Não
24260759000171,Sim,Sim
24326014000168,Sim,Não
24350499000125,Sim,Sim
24356810000143,Sim,Sim
24473310000191,Sim,Não
24503006000140,Sim,Não
24574718000150,Sim,Sim
24674395000176,Sim,Sim
24713438000185,Sim,Sim
24761885000100,Sim,Sim
24844017000193,Não,Não
24893411000111,Não,Não
24898647000140,Sim,Sim
24917983000193,Sim,Não
24933760000110,Sim,Sim
24962466000136,Não,Não
24965374000100,Sim,Sim
25059727000175,Sim,Sim
25130981000112,Sim,Sim
25192310000186,Sim,Sim
25239514000125,Sim,Sim
25268409000114,Sim,Sim
25296303000124,Sim,Sim
25312099000198,Sim,Sim
25321902000150,Sim,Não
25325110000154,Sim,Sim
25370394000109,Sim,Não
25682074000186,Sim,Sim
25967202000138,Sim,Sim
25975104000142,Sim,Sim
26009842000106,Sim,Sim
26038426000128,Sim,Não
26052108000111,Sim,Não
26148651000117,Sim,Sim
26201161000137,Não,Não
26228534000163,Sim,Sim
26258102000103,Sim,Não
26309980000100,Sim,Não
26366744000118,Sim,Não
26380550000762,Não,Não
26394489000117,Sim,Não
26425147000117,Sim,Sim
26438031000112,Sim,Não
26469033000179,Sim,Sim
26505661000162,Não,Não
26506106000155,Sim,Sim
26594320000100,Sim,Não
26606850000121,Sim,Não
26613099000190,Não,Não
26634430000159,Sim,Não
26662230000100,Sim,Sim
26764458000100,Sim,Não
26796616000104,Sim,Sim
26801344000193,Sim,Sim
26813798000184,Não,Não
26949003000160,Sim,Sim
26991579000195,Sim,Sim
26995532000108,Sim,Não
27004759000107,Sim,Sim
27064421000132,Sim,Sim
27072912000125,Sim,Sim
27088161000135,Sim,Sim
27122516000165,Sim,Não
27204540000143,Sim,Sim
27212352000167,Não,Não
27227630000150,Sim,Sim
27232185000116,Sim,Não
27232872000131,Sim,Não
27266512000150,Sim,Sim
27289860000143,Sim,Não
27358810000170,Não,Não
27388678000140,Sim,Sim
27411326000168,Sim,Não
27472173000169,Sim,Sim
27523461000103,Sim,Não
27548807000110,Não,Não
27562695000151,Não,Não
27626675000105,Sim,Sim
27651867000163,Sim,Sim
27669968000161,Sim,Sim
27700885000198,Sim,Sim
27759666000184,Sim,Sim
27800573000156,Sim,Sim
27806116000179,Sim,Não
27830772000107,Sim,Não
27834371000125,Sim,Sim
27844217000134,Sim,Sim
27847836000182,Sim,Sim
27865605000100,Não,Não
27892562000143,Sim,Sim
27893702000106,Sim,Sim
27899096000128,Sim,Sim
27906636000153,Sim,Não
27934848000144,Sim,Sim
27954598000104,Sim,Sim
28054660000174,Sim,Não
28076428000137,Não,Não
28126754000101,Sim,Sim
28127603000178,Não,Não
28132520000177,Sim,Não
28177341000156,Sim,Sim
28195667000106,Não,Não
28305792000121,Sim,Sim
28310172000180,Sim,Não
28332110000170,Sim,Não
28352387000164,Sim,Não
28407086000190,Sim,Não
28446215000150,Sim,Não
28447401000103,Sim,Sim
28462140000109,Sim,Sim
28495339000125,Sim,Não
28548896000167,Sim,Sim
28567390000103,Sim,Sim
28599734000158,Sim,Sim
28653969000180,Sim,Sim
28670600000186,Sim,Não
28688811000146,Sim,Não
28741612000154,Sim,Sim
28768518000199,Sim,Sim
28887852000161,Sim,Não
28904127000154,Sim,Sim
28979948000150,Sim,Sim
29007744000110,Não,Não
29020415000109,Sim,Sim
29036448000147,Sim,Sim
29050321000182,Sim,Sim
29099578000129,Sim,Sim
29141136000101,Sim,Não
29151956000176,Sim,Não
29171414000165,Sim,Sim
29173841000182,Sim,Sim
29214943000107,Não,Não
29289379000183,Sim,Sim
29339358000125,Sim,Sim
29433567000133,Sim,Não
29505550000144,Sim,Sim
29512595000146,Sim,Sim
29526410000152,Sim,Sim
29575310000116,Sim,Sim
29588427000134,Sim,Sim
29655869000156,Sim,Não
29679095000101,Não,Não
29707913000124,Não,Não
29737612000143,Sim,Sim
29744778114796,Não,Não
29747616000102,Sim,Sim
29811971000101,Sim,Sim
29857325000177,Sim,Sim
29865213000168,Não,Não
29870190000180,Sim,Sim
29928160000187,Sim,Não
29929249000168,Sim,Sim
29967816000170,Não,Não
29980292000158,Sim,Não
30039587000103,Sim,Sim
30111664000199,Não,Não
30179461000134,Sim,Não
30195180000175,Sim,Sim
30234046000136,Sim,Não
30325596000160,Sim,Sim
30366345000124,Não,Não
30411062000157,Sim,Sim
30434263000170,Não,Não
30438977000156,Sim,Não
30460129000143,Sim,Sim
30477361000275,Não,Não
30497905000180,Sim,Sim
30571981000198,Não,Não
30588460000143,Sim,Sim
30590471000168,Sim,Não
30618012000145,Sim,Não
30673316000105,Sim,Sim
30677271000147,Sim,Sim
30679037000159,Sim,Não
30827291000157,Sim,Sim
30858132000110,Sim,Não
30877691000177,Sim,Sim
30902803252681,Não,Não
30915834000198,Não,Não
30937410000124,Sim,Sim
30988255000175,Sim,Não
31003153000116,Sim,Não
31064412000119,Não,Não
31144608000113,Sim,Não
31172118000120,Sim,Não
31260506000163,Sim,Não
31270522000137,Sim,Sim
31292824000106,Sim,Não
31316605000110,Sim,Não
31337070000163,Sim,Sim
31366338000195,Sim,Não
31408280000103,Sim,Sim
31409401000123,Sim,Sim
31445249001700,Não informado,Não informado
31545723000108,Não,Não
31623350000138,Sim,Sim
31676886000111,Sim,Não
31710872000177,Sim,Sim
31812022000180,Sim,Sim
31854200000135,Sim,Não
31864922000170,Sim,Sim
31955013000148,Sim,Sim
31958830000150,Sim,Não
32039537000151,Sim,Não
32075854000123,Sim,Sim
32233067000162,Sim,Não
32288956000127,Sim,Não
32304489000181,Sim,Não
32315026000115,Não,Não
32338795000139,Sim,Sim
32421067000196,Sim,Sim
32450125000100,Sim,Sim
32467997000180,Sim,Não
32471155000100,Sim,Não
32481469000186,Sim,Não
32487815000133,Sim,Sim
32525150000105,Não,Não
32547118000120,Sim,Não
32556179000154,Sim,Sim
32570942000100,Sim,Sim
32573234000114,Sim,Sim
32613125000183,Sim,Sim
32637236000120,Sim,Sim
32704820000150,Sim,Sim
32853182000130,Sim,Sim
32978723000156,Sim,Sim
32988783000150,Sim,Sim
32995097000106,Sim,Sim
32999695000153,Não,Não
33024059000179,Sim,Sim
33036530000149,Sim,Sim
33102182000160,Sim,Sim
33124243000190,Sim,Sim
33124341000128,Sim,Não
33173796000133,Sim,Sim
33183790000147,Sim,Sim
33205639000162,Sim,Sim
33223682000150,Sim,Sim
33233205000176,Sim,Sim
33319969000189,Sim,Sim
33359521000199,Sim,Sim
33362000000190,Sim,Não
33365823000170,Sim,Sim
33394988000170,Sim,Não
33423737000176,Sim,Sim
33521973000125,Sim,Não
33554633000109,Sim,Sim
33723490000103,Sim,Sim
33777722000106,Sim,Sim
33851372000180,Sim,Sim
33861727000112,Sim,Sim
33873345000109,Sim,Sim
33924974000110,Sim,Sim
33958202000108,Sim,Sim
34027231000100,Sim,Sim
34028316324278,Não,Não
34038904000128,Não,Não
34053826000130,Sim,Sim
34083757000108,Sim,Sim
34097240000178,Sim,Sim
34168305000129,Sim,Sim
34193745000136,Sim,Sim
34224393000139,Não,Não
34299496000168,Sim,Sim
34313910000146,Sim,Sim
34338222000130,Sim,Não
34342851000134,Sim,Sim
34376363000148,Sim,Sim
34405585000141,Sim,Sim
34445873000120,Sim,Sim
34472672000111,Sim,Sim
34553579000131,Sim,Sim
34566805000119,Sim,Sim
34634690000152,Sim,Sim
34653122000107,Sim,Sim
34704666000142,Sim,Não
34719242000151,Não,Não
34735148000196,Sim,Sim
34735412000191,Não,Não
34776726000132,Sim,Sim
34823217000113,Sim,Sim
34858568000160,Sim,Não
34933528000135,Sim,Sim
34951974000172,Não,Não
35028352000130,Sim,Não
35057862000135,Sim,Sim
35061260000151,Sim,Sim
35065510000121,Sim,Sim
35100043000123,Sim,Sim
35169342000114,Sim,Sim
35177494000169,Sim,Sim
35183496000160,Sim,Sim
35219315000109,Sim,Sim
35223720000109,Sim,Sim
35248215000100,Sim,Sim
35292506000104,Sim,Sim
35298130000137,Sim,Sim
35321548000118,Sim,Sim
35405120000153,Sim,Sim
35432790000169,Sim,Sim
35438424000117,Sim,Sim
35473661000119,Sim,Sim
35510824000196,Não,Não
35520460000125,Sim,Não
35547713000154,Sim,Sim
35558536000101,Sim,Não
35584527000195,Não,Não
35611398000187,Sim,Sim
35625289000119,Sim,Sim
35647268000102,Sim,Sim
35669972000158,Sim,Sim
35678585000188,Sim,Sim
35702937000193,Sim,Não
35703286000156,Sim,Sim
