cnpj,saude_tributaria
17701877000102,CINZA
17711983000177,VERDE
17721660000164,CINZA
17774596000180,CINZA
17795525000163,CINZA
17818000000104,CINZA
17897107000187,CINZA
17936651000190,CINZA
17940402000179,CINZA
17950909000103,CINZA
17976266000177,CINZA
18002297000190,CINZA
18044914000110,CINZA
18064699000119,CINZA
18067245000100,CINZA
18175572000177,CINZA
18231155000102,CINZA
18244234000140,CINZA
18325268000169,CINZA
18630700000125,CINZA
18664033000100,CINZA
18694633000102,CINZA
18701111000190,CINZA
18791896000130,CINZA
18810848000141,CINZA
18845143000160,CINZA
18847860000120,CINZA
18866823000160,CINZA
18917684000156,CINZA
18955488000176,CINZA
19009318000161,CINZA
19112464000118,CINZA
19140729000191,CINZA
19206052000147,CINZA
19207017000142,CINZA
19227356000190,CINZA
19259028000176,VERMELHO
19291425000125,CINZA
19385674000180,CINZA
19412994000181,CINZA
19422937000183,CINZA
19457042000184,CINZA
19464280000117,CINZA
19483564000150,CINZA
19532137000115,CINZA
19610289000199,CINZA
19700290000104,CINZA
19707522000156,CINZA
19712592000100,CINZA
19742667000198,CINZA
19792677000138,CINZA
19826201000170,VERDE
19878781000220,CINZA
19905875000160,CINZA
19978793000146,VERDE
20017310000126,VERDE
20114752000190,CINZA
20139885000111,CINZA
20169282000162,CINZA
20181703000170,CINZA
20191230000192,CINZA
20207382000136,CINZA
20260373000109,CINZA
20327289000246,VERDE
20409977000174,CINZA
20449887000107,CINZA
20518655000163,CINZA
20617539000100,CINZA
20640401000113,VERMELHO
20694066000136,CINZA
20764639000150,CINZA
20806206000110,CINZA
20869662000100,CINZA
20893640000185,VERDE
20934042000107,CINZA
20952326000126,CINZA
20995226000187,CINZA
20998884000122,CINZA
21019307000104,CINZA
21020240000128,CINZA
21046128000166,CINZA
21046501000189,CINZA
21071835000102,CINZA
21074135000171,CINZA
21082291000184,CINZA
21121755000114,CINZA
21121913000136,CINZA
21195421000195,CINZA
21338232000124,CINZA
21438193000137,CINZA
21461494000181,CINZA
21508542000140,VERDE
21509951000160,CINZA
21587264000163,CINZA
21604730000171,CINZA
21612920000130,CINZA
21745500000122,CINZA
21796522000111,VERDE
21803014000113,VERMELHO
21902407000184,CINZA
21914664000136,CINZA
21941303000189,CINZA
22019942000154,CINZA
22068537000126,VERDE
22166206000129,CINZA
22196266000194,CINZA
22208911000141,CINZA
22266175000188,VERDE
22289470000150,CINZA
22366704000115,CINZA
22377846000188,CINZA
22383308000104,CINZA
22389911000195,CINZA
22414245000106,VERDE
22462273000190,CINZA
22535749000176,VERDE
22539432000108,CINZA
22574470000100,CINZA
22711761000194,CINZA
22776521000178,CINZA
22810741000170,CINZA
22864910000155,CINZA
22903927000174,CINZA
22934920000110,VERDE
22939718000180,CINZA
22956549000197,CINZA
22960787000176,CINZA
22961745000150,CINZA
22971472000124,CINZA
23002782000101,CINZA
23018111000120,VERDE
23274194004700,CINZA
23287414000149,CINZA
23312684000162,CINZA
23330636000105,CINZA
23362680000199,CINZA
23384013000107,CINZA
23686721000100,VERDE
23687475000101,CINZA
23875402000135,CINZA
23878406000177,CINZA
23888047000139,CINZA
23929485000106,CINZA
23985661000119,CINZA
24000961000164,CINZA
24058114000150,CINZA
24081875000123,CINZA
24097712000139,CINZA
24113453000192,VERMELHO
24115704000178,CINZA
24135723000166,CINZA
24255653000180,CINZA
24322324000104,CINZA
24365928000138,CINZA
24460711000107,CINZA
24482829000136,CINZA
24524664000118,CINZA
24572483000167,CINZA
24733512000125,VERDE
24740264000140,CINZA
24817350000103,CINZA
24844719000177,CINZA
24854456000187,CINZA
24913383000157,CINZA
24930996000100,CINZA
24986294000130,CINZA
25002242000145,CINZA
25011857000138,CINZA
25017818000148,VERDE
25061133000107,CINZA
25094448000142,CINZA
25095018000145,CINZA
25114622000171,CINZA
25139394000194,CINZA
25188607000178,VERDE
25211228000151,VERDE
25312962000107,VERMELHO
25313860000106,CINZA
25362050000220,CINZA
25385349000110,CINZA
25532295000178,AMARELA
25730595000161,CINZA
25814567000122,CINZA
25989174000150,CINZA
25997951000108,CINZA
26069491000110,CINZA
26136676000109,CINZA
26137252000150,CINZA
26164042000151,CINZA
26200007000140,CINZA
26202956000160,CINZA
26309686000190,CINZA
26336858000115,VERMELHO
26467114000130,CINZA
26482765000107,CINZA
26509632000179,CINZA
26543417000194,CINZA
26564806000104,CINZA
26582826000108,CINZA
26610361000143,CINZA
26787615000101,CINZA
26812505000144,CINZA
26812591000195,CINZA
26824215000110,CINZA
26887168000154,CINZA
26927168000130,CINZA
26937841000113,CINZA
26953588000191,VERDE
26954993000124,CINZA
26958236000129,CINZA
27002604000123,CINZA
27005489000140,CINZA
27025648000179,CINZA
27162963000148,CINZA
27186195000162,CINZA
27200499000137,VERDE
27249935000162,CINZA
27294914000169,CINZA
27321420000126,CINZA
27332175000152,CINZA
27349017000105,CINZA
27382627000100,CINZA
27387969000113,CINZA
27439749000196,CINZA
27473285000134,CINZA
27481796000106,CINZA
27505747000158,CINZA
27509072000115,CINZA
27534195000106,CINZA
27534482000116,CINZA
27577557000146,CINZA
27582326000120,CINZA
27589778000134,CINZA
27722949000151,CINZA
27780185000150,CINZA
27818674000154,CINZA
27860660000107,CINZA
27863556000168,CINZA
27871977000130,CINZA
27882126000193,CINZA
27917172000180,CINZA
27969896000178,CINZA
27991259000106,CINZA
27997265000162,CINZA
28031137000122,CINZA
28037904000100,VERMELHO
28060886000188,CINZA
28061326000148,CINZA
28075846000100,CINZA
28087680000141,CINZA
28147505000100,CINZA
28196362000119,CINZA
28257543000108,CINZA
28269343000175,CINZA
28283056000110,CINZA
28324731000101,CINZA
28360844000162,CINZA
28395369000160,CINZA
28395459000150,CINZA
28437271000128,CINZA
28492061000132,CINZA
28514674000123,CINZA
28701320000198,CINZA
28784243000187,CINZA
28787516000147,CINZA
28819303000150,CINZA
28844930000140,CINZA
28857729000106,CINZA
28918038000167,CINZA
28938749000101,CINZA
28949096000158,CINZA
28949477000137,VERMELHO
28951789000185,CINZA
28961952000190,CINZA
28969192000168,CINZA
29106327000124,CINZA
29168487000106,CINZA
29184028000108,CINZA
29221275000137,CINZA
29258059000166,CINZA
29269284000106,CINZA
29274422000137,CINZA
29332497000127,CINZA
29364341000128,CINZA
29401109000112,CINZA
29432078000167,CINZA
29437618000103,CINZA
29463176000161,CINZA
29525240000191,CINZA
29539252000175,CINZA
29562781000190,CINZA
29569816000112,CINZA
29573991000183,CINZA
29602990000110,CINZA
29622566000137,CINZA
29631719000102,CINZA
29632393000138,CINZA
29681125000106,CINZA
29707868000108,CINZA
29734440000154,CINZA
29743573000197,CINZA
29744778460600,CINZA
29744778623402,CINZA
29798908000174,CINZA
29868491000179,CINZA
29894630000139,VERDE
29984924000151,CINZA
30051511000101,CINZA
30067658000181,CINZA
30148796000195,CINZA
30164204000129,CINZA
30182740000157,CINZA
30199893000107,CINZA
30219864000160,CINZA
30243537000143,CINZA
30275442000101,CINZA
30443836000121,CINZA
30447785000106,CINZA
30450917000159,CINZA
30488211000186,CINZA
30555263000128,CINZA
30571892000141,CINZA
30606755000103,CINZA
30623368000177,CINZA
30635886000100,CINZA
30671115000179,CINZA
30685458000192,CINZA
30744658000179,CINZA
30788033000109,CINZA
30847993000100,CINZA
30851715000119,CINZA
30873028000102,CINZA
30910997000188,CINZA
30923644000112,CINZA
30930074000198,CINZA
30931724000110,CINZA
30959124000160,CINZA
30962339000130,CINZA
30994167000186,CINZA
31038721000386,CINZA
31107231000122,CINZA
31152670000157,CINZA
31170167000124,CINZA
31247456000184,CINZA
31263429000103,CINZA
31273246000160,CINZA
31276949000142,CINZA
31291568000132,CINZA
31346647000101,CINZA
31348777000175,CINZA
31402505000106,CINZA
31480360000161,CINZA
31532999000143,CINZA
31577923000134,CINZA
31613397000110,CINZA
31615234000177,CINZA
31688272000150,CINZA
31722094000136,CINZA
31747756000122,CINZA
31755112000186,CINZA
31788823000157,CINZA
31803183000107,CINZA
31812759000100,CINZA
31820044000191,CINZA
31841139000191,CINZA
31878667000115,CINZA
31983817000150,CINZA
31986544000106,CINZA
32016383000182,CINZA
32032150000173,CINZA
32070105000103,CINZA
32123829000178,CINZA
32132652000176,CINZA
32135602000142,CINZA
32139359000130,CINZA
32145961000180,CINZA
32186039000131,CINZA
32209746000104,CINZA
32218499000102,CINZA
32279065000104,CINZA
32323034000103,CINZA
32344220000129,CINZA
32448445000125,CINZA
32454202000108,CINZA
32463902000150,CINZA
32465133000120,CINZA
32503008000167,CINZA
32503892000130,CINZA
32541251000170,CINZA
32573067000101,CINZA
32606118000154,CINZA
32662501000120,CINZA
32690963000150,CINZA
32705997000171,CINZA
32733863000164,CINZA
32750537000165,CINZA
32761599000172,CINZA
32762394000101,CINZA
32772598000123,CINZA
32798686000102,CINZA
32801183000130,CINZA
32804994000195,CINZA
32855400000175,CINZA
32867151000138,CINZA
32889261000109,CINZA
32891474000167,CINZA
32897646000100,CINZA
32901886000130,CINZA
32910786000170,CINZA
32999563000121,CINZA
33000167000101,VERDE
33006296000107,CINZA
33008943000110,CINZA
33018068000157,CINZA
33021960000197,CINZA
33027374000150,CINZA
33040606000100,CINZA
33067052000134,CINZA
33075842000161,CINZA
33084675000115,CINZA
33200983000169,CINZA
33226757000157,CINZA
33228024000151,CINZA
33234561000104,CINZA
33243613000109,CINZA
33294295000105,CINZA
33326241000184,CINZA
33336228000106,CINZA
33368274000197,CINZA
33383322000116,CINZA
33384625000153,CINZA
33410508000117,CINZA
33474971000122,CINZA
33484616000134,CINZA
33505733000137,CINZA
33514334000132,CINZA
33532812000137,CINZA
33546455000166,CINZA
33551403000188,CINZA
33585598000187,CINZA
33602910000101,CINZA
33614887000167,CINZA
33626734000130,CINZA
33645424000162,CINZA
33710691000176,CINZA
33721402000134,CINZA
33726644000110,CINZA
33758974000198,CINZA
33780359000188,CINZA
33838495000181,CINZA
33845243000180,CINZA
33855639000108,CINZA
33884488000116,CINZA
33890731000109,CINZA
33938119000169,VERDE
33938654000110,CINZA
34003748000160,CINZA
34006051000142,CINZA
34123567000177,CINZA
34126735000188,CINZA
34148240000150,CINZA
34169279000153,CINZA
34179779000176,CINZA
34186360000141,CINZA
34196502000151,CINZA
34218041000170,CINZA
34235310000107,CINZA
34268257000140,CINZA
34269089000108,CINZA
34272860000104,CINZA
34277154000147,CINZA
34286026000160,CINZA
34317507000195,CINZA
34363729000144,CINZA
34405764000189,CINZA
34423092000134,CINZA
34433796000198,CINZA
34537881000104,CINZA
34556187000126,CINZA
34574064000118,CINZA
34642781000130,CINZA
34670777000185,CINZA
34679262000146,CINZA
34689880000177,CINZA
34695428000118,CINZA
34703582000194,CINZA
34744172000191,CINZA
34761267000113,CINZA
34812091000181,CINZA
34835345000187,CINZA
34843706000307,CINZA
34867661000130,CINZA
34935289000152,CINZA
34957121000148,CINZA
34991746000126,CINZA
34998290000126,CINZA
35124359000155,CINZA
35132115000114,CINZA
35145224000176,CINZA
35161477000133,CINZA
35178654000194,CINZA
35203143000185,CINZA
35242678000165,CINZA
35248928000174,CINZA
35270789000185,CINZA
35273199000106,CINZA
35347071000140,CINZA
35373668000169,CINZA
35392640000179,CINZA
35403056000171,CINZA
35435597000181,CINZA
35436905000193,CINZA
35557713000135,CINZA
35558419000148,CINZA
35569709000197,CINZA
35575829000105,CINZA
35622558000193,CINZA
35653749000112,CINZA
35687988000193,CINZA
35729475000106,CINZA
35730722000186,CINZA
35774664000192,CINZA
35779072000163,CINZA
35792297000150,CINZA
35844120000150,CINZA
35861882000164,CINZA
35879251000172,CINZA
35943733000144,CINZA
35966024000184,CINZA
35967933000137,CINZA
35976507000160,CINZA
36002585000126,CINZA
36020488000166,CINZA
36029138000160,CINZA
36053418000104,CINZA
36084583000123,CINZA
36106210000106,CINZA
36169430000189,CINZA
36174981000130,CINZA
36177324000147,CINZA
36197046000190,CINZA
36212019000149,CINZA
36240181000170,CINZA
36284442000154,CINZA
36307120000183,CINZA
36346694000160,CINZA
36348724000178,CINZA
36354242000120,CINZA
36366031000108,CINZA
36380259000152,CINZA
36380299000102,CINZA
36429730000150,CINZA
36453569000150,CINZA
36494504000152,CINZA
36512478000148,CINZA
36544001000144,CINZA
36568098000125,CINZA
36575577000179,CINZA
36576934000113,CINZA
36590063000192,CINZA
36598262000147,CINZA
36605975000190,CINZA
36624650000155,CINZA
36628663000100,CINZA
36635372000131,CINZA
36636842000181,CINZA
36641430000130,CINZA
36645498000197,CINZA
36657687000180,CINZA
36662811000103,CINZA
36670973000185,CINZA
36678975000110,CINZA
36705235000126,CINZA
36707233000176,CINZA
36707508000171,CINZA
36724941000115,CINZA
36737366000195,CINZA
36746017000130,CINZA
36795233000175,CINZA
36802925000101,CINZA
36808835000110,CINZA
36859115000183,CINZA
36863573000196,CINZA
36875057000181,CINZA
36888479000191,CINZA
36895696000109,CINZA
36913686000159,CINZA
36913731000175,CINZA
36940022000189,CINZA
36940761000170,CINZA
37984598000100,CINZA
41461682000117,CINZA
41983388000175,CINZA
43185362000107,CINZA
43196807000154,CINZA
47490321000185,CINZA
50012194000113,VERDE
50933142000180,CINZA
54208897000172,VERDE
55070445000130,VERMELHO
56003460000128,CINZA
57591349000677,CINZA
59010496000127,VERDE
59105999000186,VERDE
59977819000156,VERDE
59981829000165,VERDE
60537263000166,AMARELA
60701190106190,VERDE
60731122000180,CINZA
60746948322152,VERDE
60868148000255,CINZA
61054698000112,AMARELA
61065298000102,VERMELHO
61065751000180,AMARELA
61156113000175,VERMELHO
61156931000178,AMARELA
61189288000189,VERMELHO
61554028000408,CINZA
61736732005017,CINZA
62021373000104,VERDE
62304027000125,CINZA
62609359000118,CINZA
62922323000190,VERMELHO
63915672000147,CINZA
64840499000128,CINZA
66945684000455,VERDE
67620377000114,AMARELA
67945071111800,CINZA
69963312000105,VERDE
70322904000119,CINZA
71488308000176,CINZA
73178600000118,AMARELA
74131376000171,CINZA
74140542000104,VERDE
74865155000127,CINZA
75984765000102,CINZA
76627504000106,VERMELHO
76784230000150,CINZA
77521706000123,CINZA
77802585000198,VERDE
78291713000149,VERDE
79270047000206,CINZA
80634447000151,CINZA
81840571000136,VERDE
82347857000147,VERDE
82643537000134,VERDE
83878892000155,VERMELHO
84452028000150,CINZA
86825064000147,CINZA
87456562000122,VERMELHO
88236906000150,VERDE
88869193000243,CINZA
90076886000140,AMARELA
90609603000188,VERDE
91270801000122,CINZA
92890870000282,CINZA
92894351000101,CINZA
93277945000306,CINZA
94036027000188,VERDE
94456415004962,VERDE
96208046000170,AMARELA
97406623000109,CINZA
97837181000147,AMARELA
00000000469815,CINZA
00000208000100,VERDE
00061730000100,CINZA
00261882000300,VERDE
00278899000109,CINZA
00360305090189,CINZA
00497373002678,VERDE
00572669000158,VERDE
00621445000270,CINZA
00625124000162,CINZA
00635028000103,CINZA
00651873000164,CINZA
00845980000123,AMARELA
01171234000164,CINZA
01184569000117,VERDE
01345490000120,CINZA
01363756000168,CINZA
01512289000190,VERMELHO
01532486000171,CINZA
01597106000187,CINZA
01599101000193,VERDE
01674467000180,CINZA
01718432000103,VERDE
01769661000149,VERDE
01843304000183,VERDE
01851771000155,CINZA
01943757000181,CINZA
02022383000124,CINZA
02134315000157,CINZA
02149154000175,CINZA
02250783003374,CINZA
02255187000108,VERDE
02266299000156,CINZA
02302101000142,VERMELHO
02328280000197,AMARELA
02357251000153,CINZA
02387241000160,VERMELHO
02461488000180,CINZA
02473472000197,CINZA
02528852000777,CINZA
02578177000103,VERDE
02589145000103,VERMELHO
02600417000110,CINZA
02601501000230,CINZA
02619077000170,CINZA
02626271000182,CINZA
02759582000110,CINZA
02762121000104,VERMELHO
02762124000130,CINZA
02846056000197,CINZA
02916265000160,CINZA
02992449000109,CINZA
02993677000101,CINZA
03144394000140,CINZA
03185342000111,CINZA
03239319000162,CINZA
03249803000172,CINZA
03279946000470,CINZA
03303999000136,VERDE
03325988000157,CINZA
03376846000119,VERDE
03384952000144,VERMELHO
03411193000161,VERDE
03442223000105,VERMELHO
03444553000121,VERDE
03495285000177,VERMELHO
03495855000129,VERDE
03498416000170,CINZA
03562686000100,VERDE
03780955000105,VERDE
03792551000123,CINZA
03872681001067,CINZA
03949951000108,VERDE
04030098000180,CINZA
04051713000135,VERMELHO
04149454000180,VERDE
04286620000190,CINZA
04301068000161,CINZA
04303291000148,CINZA
04426660000270,VERDE
04428528000117,AMARELA
04476854000108,CINZA
04481622000130,CINZA
04486236000130,CINZA
04525459000160,CINZA
04543728000110,VERDE
04566878000140,VERDE
04586287000134,CINZA
04606297000194,CINZA
04670719000190,VERDE
04702993000102,CINZA
04717330000153,VERDE
04814724000120,CINZA
04873382000119,CINZA
04889522000147,CINZA
04899427000124,VERMELHO
04903496000164,VERDE
04905345000145,VERDE
04913711000108,VERDE
04943314000189,CINZA
04950178000154,CINZA
04963090000177,VERDE
04981534000105,CINZA
05008932000102,VERDE
05020443000168,VERDE
05022319000131,CINZA
05057078000166,CINZA
05200545000165,CINZA
05234995000179,CINZA
05333361000173,CINZA
05365536000124,VERMELHO
05407177000120,VERDE
05422539000152,VERDE
05495546000184,CINZA
05523107000138,CINZA
05588598000103,CINZA
05685381000103,CINZA
05788896000139,VERDE
05791427000179,CINZA
05802397000159,CINZA
05806078000200,VERDE
05829040000164,CINZA
05881258000168,CINZA
05993060000176,VERDE
05994128000131,CINZA
06013520000115,CINZA
06026143000159,CINZA
06026564000180,AMARELA
06068767000139,VERDE
06164253000187,CINZA
06325109000185,CINZA
06834727000150,VERDE
06940345000101,CINZA
06977751000149,VERDE
07070955000407,CINZA
07108047000201,CINZA
07205332000151,CINZA
07206418000107,VERDE
07213083000146,CINZA
07250281000260,CINZA
07278378000109,CINZA
07550960000174,CINZA
07561864000121,CINZA
07676836000150,VERDE
07687836000406,CINZA
07730446000110,VERMELHO
07737933000105,VERDE
07766175000153,CINZA
07817109000165,VERDE
07859971000130,VERMELHO
07942042000433,CINZA
07993729000155,VERDE
08050760000115,CINZA
08088646000184,CINZA
08115066000139,CINZA
08147424000195,CINZA
08154331000198,VERDE
08160844000101,CINZA
08193436000156,CINZA
08197768000109,CINZA
08212977000265,CINZA
08216684000175,CINZA
08286168000117,CINZA
08292994000179,CINZA
08298522000123,AMARELA
08299481000190,CINZA
08306272000126,VERMELHO
08312229000173,VERDE
08358170000154,CINZA
08396397000275,CINZA
08480419000108,CINZA
08493433000138,CINZA
08547596000407,CINZA
08560026000104,CINZA
08560444000193,VERDE
08561872000130,VERDE
08564705000143,CINZA
08591800000136,CINZA
08627057000127,CINZA
08698543002775,CINZA
08702184000143,CINZA
08718718000120,CINZA
08757772000184,CINZA
08797760000183,VERDE
08807192000154,VERDE
08812805000141,CINZA
08870509000105,CINZA
08873763000400,CINZA
08968303000104,CINZA
08980035002351,CINZA
08983176000112,CINZA
09047459000115,CINZA
09055821000108,CINZA
09063155000141,CINZA
09069700000107,CINZA
09083102000192,CINZA
09112685000132,CINZA
09149503000106,VERMELHO
09169275000128,VERDE
09204556000174,VERDE
09230729000129,CINZA
09248177000186,CINZA
09274451000191,VERMELHO
09312386000141,CINZA
09317325000177,CINZA
09338279000192,CINZA
09420446000140,CINZA
09447387000101,CINZA
09541810000120,CINZA
09568717000109,VERDE
09611768000176,VERDE
09666941000133,CINZA
10198341000177,CINZA
10225389000127,VERDE
10280806001882,CINZA
10327626000160,VERMELHO
10362596000123,CINZA
10363063000166,CINZA
10413162000105,CINZA
10432051000146,CINZA
10557158000110,VERDE
10676191000240,CINZA
10802373000130,VERDE
10814486000155,VERDE
10861479000104,CINZA
10905623000167,CINZA
10906015000177,CINZA
10908418000155,AMARELA
10950752000177,VERMELHO
10962762000122,CINZA
11007257000191,CINZA
11049055000102,CINZA
11078430000142,CINZA
11079477000120,CINZA
11317623000109,CINZA
11320797000120,CINZA
11333825000144,CINZA
11410482000174,CINZA
11452668000196,CINZA
11457336000102,VERDE
11550668000129,CINZA
11614019000144,VERDE
11636544000160,CINZA
11646287000148,CINZA
11669021000110,CINZA
11686795000230,CINZA
11694469000194,CINZA
11766626000120,CINZA
11789687000102,CINZA
11874519000115,CINZA
11919814000140,CINZA
12042112000194,CINZA
12109110000175,CINZA
12159040000160,VERDE
12177697000150,VERDE
12285575000187,CINZA
12293439000139,VERDE
12307528000197,CINZA
12313338000182,CINZA
12361848000125,CINZA
12412263000197,VERDE
12449206000182,CINZA
12504826000177,CINZA
12505731000925,CINZA
12565475000104,CINZA
12602502000171,VERDE
12657382000100,CINZA
12662322000185,VERDE
12668648000110,CINZA
12676512000151,CINZA
12678249000130,CINZA
12731349000182,CINZA
12811534000187,CINZA
12823382000132,VERDE
12830919000191,CINZA
12841139000147,CINZA
12890189000114,CINZA
13009717000146,VERDE
13046739000186,CINZA
13111159000125,CINZA
13140266000181,CINZA
13194340000142,CINZA
13217485000111,CINZA
13239231000102,CINZA
13310320000190,VERDE
13334043000155,CINZA
13343722000190,CINZA
13359223000191,CINZA
13449975000143,CINZA
13468615000199,VERDE
13491109000110,CINZA
13530228000135,CINZA
13534698010806,VERDE
13544090000123,CINZA
13589504000130,VERDE
13703875000100,CINZA
13805404000102,CINZA
13821497000150,CINZA
13933003000120,CINZA
13984023000120,CINZA
14151832000113,CINZA
14222602000106,CINZA
14247593000108,CINZA
14327348000100,CINZA
14419498000136,CINZA
14471500000205,CINZA
14471632000148,CINZA
14486513000169,CINZA
14631001000149,CINZA
14678451000197,CINZA
14785152000151,VERDE
14821501000143,CINZA
14841295000133,CINZA
14910540000117,CINZA
15076915000158,CINZA
15102498000170,CINZA
15118778000177,VERDE
15144017000190,AMARELA
15151845000155,CINZA
15295926000129,CINZA
15363924000120,CINZA
15375286000167,CINZA
15382358000101,CINZA
15422993000248,CINZA
15471381000164,VERMELHO
15475641000170,CINZA
15492065000179,CINZA
15542076000116,CINZA
15633644000194,CINZA
15649927000124,CINZA
15687884000171,VERDE
15745828000146,CINZA
15919169000117,CINZA
16365588000117,CINZA
16470551000159,CINZA
16528640000109,CINZA
16643005000172,CINZA
17009516000108,CINZA
17027176000130,CINZA
17096144000196,VERMELHO
17142871000223,CINZA
17202100000101,CINZA
17212075000562,CINZA
17220884000192,CINZA
17241821000112,CINZA
17243828000173,CINZA
17308674000150,CINZA
17345719000167,VERMELHO
17419347000176,CINZA
17431671000100,CINZA
17445745000167,CINZA
17587831000104,CINZA
17592572000100,CINZA
17615098000194,VERDE
17615228000199,CINZA
17740162000169,CINZA
17752210000139,CINZA
17771611000136,CINZA
17908167000158,CINZA
18051139000120,CINZA
18069698000167,VERMELHO
18162188000130,CINZA
18345255000151,CINZA
18376476000197,VERDE
18377743000140,CINZA
18386349000179,CINZA
18412662000134,VERDE
18451239000143,CINZA
18493764000121,CINZA
18494485000182,CINZA
18512928000110,CINZA
18698839000100,VERMELHO
18839946000101,CINZA
18870897000170,CINZA
18897013000170,CINZA
18977980000142,CINZA
19111866000106,CINZA
19141414000169,CINZA
19195873000125,VERDE
19219319000130,VERDE
19343221000190,CINZA
19354045000192,VERMELHO
19360299000113,CINZA
19435128000106,CINZA
19473869000181,CINZA
19575724000272,CINZA
19602676000183,CINZA
19605265000141,CINZA
19624897000152,CINZA
19664246000196,VERMELHO
19681798000102,CINZA
19681813000112,VERDE
19768162000100,CINZA
19818301003090,CINZA
19825028000196,CINZA
19853511000184,CINZA
19912219000195,CINZA
19927317000104,CINZA
19933087000188,CINZA
19937082000123,CINZA
19973509000149,CINZA
19979473000453,CINZA
20023681000110,CINZA
20028001000151,CINZA
20083677000148,CINZA
20084918000173,CINZA
20092526000156,VERDE
20209313000161,CINZA
20245626000175,CINZA
20246483000116,CINZA
20258278000170,CINZA
20281948000170,CINZA
20285882000196,CINZA
20369653000150,CINZA
20470099000100,CINZA
20548537000106,CINZA
20600043000115,CINZA
20626360000100,CINZA
20629825000187,CINZA
20631930000150,CINZA
20747355000156,CINZA
20783586000115,CINZA
20784383000143,CINZA
20799624000128,CINZA
20854859000175,CINZA
20893726000108,CINZA
20898291000194,CINZA
21031641000183,CINZA
21071934000194,CINZA
21131236000137,CINZA
21168293000190,CINZA
21217924000114,CINZA
21229144000194,CINZA
21233634000164,CINZA
21358948000193,CINZA
21394594000132,CINZA
21455312000160,CINZA
21495595000173,CINZA
21511244000109,CINZA
21525063000131,CINZA
21561365000165,CINZA
21616184000199,CINZA
21635356000171,CINZA
21700825000199,CINZA
21711217000180,CINZA
21713840000171,CINZA
21809714000115,CINZA
21845086000395,CINZA
21863165000167,CINZA
21891479000173,CINZA
21943143000107,CINZA
21956781000162,CINZA
22011705000147,CINZA
22025131000166,CINZA
22035505000124,CINZA
22113604000187,CINZA
22279256000112,CINZA
22300217000150,CINZA
22301878000108,CINZA
22323518000107,CINZA
22364085000120,CINZA
22410490000137,CINZA
22454408000176,VERDE
22455420000103,VERDE
22500146000139,CINZA
22592290000142,CINZA
22603949000119,CINZA
22826755000182,CINZA
22854253000165,CINZA
22855747000164,CINZA
22859800000103,CINZA
22891950000196,CINZA
22901443000196,CINZA
23022285000167,CINZA
23055112000145,VERDE
23111539000113,CINZA
23151049000221,CINZA
23227723000123,CINZA
23253072000146,CINZA
23277784000103,VERMELHO
23311025000101,CINZA
23326944000159,CINZA
23349783000119,CINZA
23402988000110,CINZA
23493103000136,CINZA
23518138000182,CINZA
23550771000158,CINZA
23685148000102,CINZA
23689165000118,CINZA
23750061000171,CINZA
23750758000142,CINZA
23775909000117,CINZA
23791578000109,CINZA
23798924000180,CINZA
23805061000121,VERDE
23891439000157,CINZA
23909713000178,CINZA
23939610000150,CINZA
23963264000146,CINZA
23984474000110,CINZA
24021219000135,CINZA
24025849000188,CINZA
24033944000123,CINZA
24059403000174,CINZA
24093631000160,CINZA
24219856000110,CINZA
24241112000100,CINZA
24297805000107,CINZA
24331459000136,CINZA
24342429000125,CINZA
24393486000133,CINZA
24409574000186,CINZA
24413537000141,VERMELHO
24437765000151,CINZA
24443068000103,CINZA
24468767000108,CINZA
24543356000130,CINZA
24545506000144,CINZA
24580887000100,CINZA
24581180000100,CINZA
24638166000104,CINZA
24715878000171,CINZA
24735313000156,CINZA
24742586000128,CINZA
24745100000105,VERDE
24786374000142,CINZA
24794288000181,CINZA
24805117000100,CINZA
24831881000150,CINZA
24874871000100,CINZA
24890713000136,CINZA
25011241000167,CINZA
25020863000151,CINZA
25026730000192,CINZA
25125599000110,CINZA
25125614000120,CINZA
25168694000282,CINZA
25178030000113,CINZA
25245310000105,CINZA
25249288000163,CINZA
25280684000153,CINZA
25330957000127,CINZA
25380632000159,CINZA
25944596000109,CINZA
26080158000102,VERDE
26098317000104,CINZA
26111416000170,CINZA
26128320000115,CINZA
26147218000167,AMARELA
26162591000197,CINZA
26200258000125,CINZA
26223708000103,CINZA
26224217000179,CINZA
26236724000122,CINZA
26253243000125,CINZA
26333384000158,CINZA
26351606000165,CINZA
26382302000165,CINZA
26416449000129,CINZA
26417133000151,CINZA
26436900000170,CINZA
26449359000134,CINZA
26459932000190,CINZA
26484457000102,VERDE
26486553000190,CINZA
26518679000107,CINZA
26554195000105,CINZA
26598844000170,CINZA
26687099000135,CINZA
26692511000105,CINZA
26696228000151,CINZA
26722084000160,CINZA
26789871000120,CINZA
26856012000106,CINZA
26887213000170,CINZA
26933151000196,CINZA
26937044000136,CINZA
27026144000173,CINZA
27104614000170,CINZA
27158772000102,CINZA
27175993000199,CINZA
27203724000199,CINZA
27206954000101,CINZA
27215350000121,CINZA
27247599000119,CINZA
27254798000154,CINZA
27258071000145,CINZA
27322731000100,CINZA
27499792000147,CINZA
27513189000172,CINZA
27556187000160,CINZA
27594609000192,CINZA
27607081000149,CINZA
27627761000124,CINZA
27745457000181,CINZA
27751946000146,CINZA
27797788000165,CINZA
27900543000111,CINZA
27949686000118,CINZA
